PDB_ID,Uniprot_Name,Ki,IC50,pKd,B_factor,Resolution,Date,Type,EC_number,Uniprot_ID,Uniprot_AC,Species,Reign,TaxId,Class,X,Y,Z,HET_CODE,MW,BSA,CHAIN,SITE_SIZE,NON_STDAA,IFP_LENGTH,ION,COF,IFP_BIT_1,IFP_BIT_2,IFP_BIT_3,IFP_BIT_4,IFP_BIT_5,IFP_BIT_6,IFP_BIT_7,IFP_BIT_8,scPDB_ID,Cavity_4A,Cavity_6A,Cavity_8A,Cavity_12A,Cluster_id,Cluster_size,Subcluster_belongership,Cluster_mean_point_sa,Cluster_tot_entries
2ao0,Alcohol dehydrogenase [NADP+],,,,10.173,1.85,2005-08-11,Mutant,1.1.1.2,AK1A1_PIG,P50578,Sus scrofa ,Eukaryota,9823,Enzyme,-35.4304,30.1219,4.4434,FID,279.2239,90.03642932,A,32,1,17,,NAP,11,1,1,2,2,0,0,0,1558,232,249,249,263,101,2,1,2ao0,2
1hqt,Alcohol dehydrogenase [NADP+],,,,18.705,2.2,2000-12-19,Mutant,1.1.1.2,AK1A1_PIG,P50578,Sus scrofa ,Eukaryota,9823,Enzyme,37.1212,20.3107,76.9889,NAP,741.3891,92.39285179,A,60,0,40,,,19,1,1,13,4,2,0,0,3423,428,428,438,472,101,2,2,1hqt,2
1cdo,Alcohol dehydrogenase 1,,,,3.89,2.05,1995-09-29,Wild_Type,1.1.1.1,ADH1_GADCA,P26325,Gadus callarias ,Eukaryota,8053,Enzyme,24.1845,31.1127,18.7757,NAD,662.4172,89.1967422,AB,66,1,29,ZN,,18,0,0,6,4,1,0,0,2748,789,1019,1147,1262,,,,,
1hso,Alcohol dehydrogenase 1A,,,,8.289,2.5,2000-12-27,Wild_Type,1.1.1.1,ADH1A_HUMAN,P07327,Homo sapiens ,Eukaryota,9606,Enzyme,22.6647,-16.138,32.9285,NAD,662.4172,91.0497237569,AB,63,1,31,ZN,,20,0,0,7,4,0,1,0,5683,698,870,965,988,,,,,
1hsz,Alcohol dehydrogenase 1B,,,,8.492,2.2,2000-12-27,Wild_Type,1.1.1.1,ADH1B_HUMAN,P00325,Homo sapiens ,Eukaryota,9606,Enzyme,2.8367,-11.6128,-16.1881,NAD,662.4172,92.36611824,AB,65,1,34,ZN,,21,0,0,7,4,2,0,0,3422,482,492,492,492,99,1,1,1hdz,2
1hdz,Alcohol dehydrogenase 1B,,,,10.212,2.5,1993-10-15,Mutant,1.1.1.1,ADH1B_HUMAN,P00325,Homo sapiens ,Eukaryota,9606,Enzyme,-7.4222,11.1039,-30.8873,NAD,662.4172,91.01640945,AB,67,1,32,ZN,,21,0,0,6,4,1,0,0,4412,540,540,540,556,99,1,1,1hdz,2
1u3w,Alcohol dehydrogenase 1C,,,,10.986,1.45,2004-07-23,Mutant,1.1.1.1,ADH1G_HUMAN,P00326,Homo sapiens ,Eukaryota,9606,Enzyme,-34.7436,-61.0132,8.5482,NAD,662.4172,93.1460529,AB,66,1,33,ZN,,19,0,0,7,5,2,0,0,233,509,529,540,540,,,,,
1e3e,Alcohol dehydrogenase 4,,,,12.177,2.12,2000-06-14,Wild_Type,1.1.1.1,ADH4_MOUSE,Q9QYY9,Mus musculus ,Eukaryota,10090,Enzyme,66.6339,29.3227,53.5982,NAD,662.4172,88.04865311,AB,58,1,20,ZN,,14,0,0,3,2,1,0,0,3102,955,1090,1096,1096,,,,,
1d1t,Alcohol dehydrogenase class 4 mu/sigma chain,,,,15.373,2.4,1999-09-21,Mutant,1.1.1.1,ADH7_HUMAN,P40394,Homo sapiens ,Eukaryota,9606,Enzyme,22.4565,8.2803,58.69,NAD,662.4172,91.74331646,AB,67,2,33,ZN,,20,0,0,7,3,2,0,1,4287,590,691,715,739,102,1,1,1d1s,2
1d1s,Alcohol dehydrogenase class 4 mu/sigma chain,,,,14.289,2.5,1999-09-21,Wild_Type,1.1.1.1,ADH7_HUMAN,P40394,Homo sapiens ,Eukaryota,9606,Enzyme,22.1191,8.4058,59.2274,NAD,662.4172,91.29707544,AB,66,2,31,ZN,,19,0,0,6,3,2,0,1,4410,658,766,853,931,102,1,1,1d1s,2
1mp0,Alcohol dehydrogenase class-3,,,,10.748,2.2,2002-09-10,Wild_Type,1.1.1.1,ADHX_HUMAN,P11766,Homo sapiens ,Eukaryota,9606,Enzyme,45.1732,33.4464,33.805,NAD,662.4172,87.21654368,AB,61,1,24,ZN,,17,0,0,4,2,1,0,0,3419,597,607,607,627,103,2,1,1mp0,2
1mc5,Alcohol dehydrogenase class-3,,,,21.402,2.6,2002-08-05,Wild_Type,1.1.1.1,ADHX_HUMAN,P11766,Homo sapiens ,Eukaryota,9606,Enzyme,53.0242,23.2962,1.0954,AHE,336.342,93.51467855,AB,48,2,21,ZN,,13,0,0,1,3,1,2,1,4920,499,621,695,796,103,2,2,1mc5,2
2jhf,Alcohol dehydrogenase E chain,,,,5.399,1,2007-02-22,Wild_Type,1.1.1.1,ADH1E_HORSE,P00327,Equus caballus ,Eukaryota,9796,Enzyme,0.3801,15.4712,15.2091,NAD,662.4172,92.11885223,AB,63,0,30,,,18,0,0,5,5,2,0,0,15,583,583,583,614,100,1,1,2jhf,2
1adb,Alcohol dehydrogenase E chain,,,,6.326,2.4,1993-12-13,Wild_Type,1.1.1.1,ADH1E_HORSE,P00327,Equus caballus ,Eukaryota,9796,Enzyme,2.3137,-11.4616,-30.2265,CND,661.4092,93.05670953,AB,63,1,30,ZN,,17,0,0,6,4,2,0,1,4316,752,928,1012,1086,100,1,1,2jhf,2
1oj7,Alcohol dehydrogenase yqhD,,,,18.201,2,2003-07-03,Mutant,No_EC,YQHD_ECOLI,Q46856,Escherichia coli ,Bacteria,83333,No Enzyme,96.1951,-11.9873,26.3115,NZQ,777.4197,93.348055,ABC,72,0,37,,,21,0,0,8,7,0,1,0,2195,816,874,874,874,,,,,
1vhd,"Alcohol dehydrogenase, iron-containing",,,,6.253,1.6,2003-12-01,Mutant,1.1.1.,Q9X022_THEMA,Q9X022,Thermotoga maritima,Bacteria,2336,Enzyme,-22.0873,11.1586,33.4025,NAP,741.3891,91.72190317,A,68,1,33,ZN,,19,0,0,8,5,0,1,0,569,816,928,955,1002,,,,,
3meq,"Alcohol dehydrogenase, zinc-containing",,,,15.815,2,2010-03-31,Mutant,No_EC,Q8G2V9_BRUSU,Q8G2V9,Brucella suis,Bacteria,29461,No Enzyme,26.1698,-2.7192,-19.4482,NAI,663.425102,97.0747562297,AD,72,1,34,ZN,,23,0,0,8,3,0,0,0,8248,600,651,671,698,,,,,
1o04,Aldehyde dehydrogenase,,,,5.766,1.42,2003-02-20,Mutant,1.2.1.3,ALDH2_HUMAN,P05091,Homo sapiens ,Eukaryota,9606,Enzyme,64.5109,45.1289,33.0411,NAD,662.4172,93.85289706,BA,63,1,35,MG,,25,0,0,3,5,1,0,1,218,553,600,641,685,105,2,2,1o04,6
1o9j,Aldehyde dehydrogenase,,,,10.262,2.4,2002-12-15,Wild_Type,1.2.1.3,ALDH1_ELEED,Q28399,Elephantulus edwardii ,Eukaryota,28737,Enzyme,8.1868,-0.2651,-16.8992,NAD,662.4172,90.86135818,D,60,0,30,,,23,0,0,2,4,1,0,0,4323,570,587,587,587,105,2,2,1o04,6
1of7,Aldehyde dehydrogenase,,,,13.333,2.4,2003-04-08,Wild_Type,1.2.1.3,ALDH2_HUMAN,P05091,Homo sapiens ,Eukaryota,9606,Enzyme,74.9752,93.6255,103.3533,DZN,416.3781,85.18369101,GH,45,0,19,,,13,4,1,1,0,0,0,0,4328,384,425,486,550,105,2,1,3inj,6
1cw3,Aldehyde dehydrogenase,,,,14.795,2.58,1999-08-25,Wild_Type,1.2.1.3,ALDH2_HUMAN,P05091,Homo sapiens ,Eukaryota,9606,Enzyme,29.8416,15.6904,44.6321,NAD,662.4172,93.5858571,CA,64,1,35,MN,,26,0,0,3,4,1,0,1,4788,540,644,745,779,105,2,2,1o04,6
3inj,Aldehyde dehydrogenase,,,,8.662,1.69,2009-08-12,Wild_Type,1.2.1.3,ALDH2_HUMAN,P05091,Homo sapiens ,Eukaryota,9606,Enzyme,59.8939,41.8679,27.2587,BXB,324.15874,84.9287169043,GH,37,0,16,,,12,2,1,0,1,0,0,0,7543,472,786,941,1032,105,2,1,3inj,6
3inl,Aldehyde dehydrogenase,,,,15.685,1.86,2009-08-12,Mutant,1.2.1.3,ALDH2_HUMAN,P05091,Homo sapiens ,Eukaryota,9606,Enzyme,45.2912,27.1435,10.1149,BXB,324.15874,84.8360655738,CD,36,0,17,,,13,3,0,0,1,0,0,0,7544,310,408,472,492,105,2,1,3inj,6
2o2q,"Aldehyde dehydrogenase 1 family, member L1",,,,8.083,2,2006-11-30,Mutant,1.5.1.6,Q5HZB2_RAT,Q5HZB2,Rattus norvegicus ,Eukaryota,10116,Enzyme,87.0335,15.8453,69.7198,NAP,741.3891,89.17223327,CA,64,1,37,MG,,25,0,1,5,3,2,0,1,2264,779,975,1029,1049,,,,,
3b4w,Aldehyde dehydrogenase family protein,,,,13.622,1.8,2007-10-24,Mutant,1.2.1.,P96405_MYCTU,P96405,Mycobacterium tuberculosis,Bacteria,1773,Enzyme,82.4546,31.8803,26.4993,NAD,662.4172,91.6447753657,A,58,0,33,,,24,0,0,3,5,1,0,0,1204,492,506,516,533,,,,,
1mrq,Aldo-keto reductase family 1 member C1,,,,3.931,1.59,2002-09-18,Mutant,1.1.1.149,AK1C1_HUMAN,Q04828,Homo sapiens ,Eukaryota,9606,Enzyme,2.8364,34.1843,16.7708,STR,314.4617,86.98371333,A,33,1,10,,NAP,10,0,0,0,0,0,0,0,473,432,472,492,550,927,2,1,1mrq,2
3c3u,Aldo-keto reductase family 1 member C1,,,,9.113,1.8,2008-01-28,Wild_Type,1.1.1.149,AK1C1_HUMAN,Q04828,Homo sapiens ,Eukaryota,9606,Enzyme,7.7402,-5.7099,27.5953,NAP,744.412943,88.8192267503,A,63,0,31,,,17,1,0,10,3,0,0,0,7038,492,492,492,492,927,2,2,3c3u,2
1j96,Aldo-keto reductase family 1 member C2,,,,7.703,1.25,2001-05-23,Mutant,1.3.1.20,AK1C2_HUMAN,P52895,Homo sapiens ,Eukaryota,9606,Enzyme,9.9304,47.8969,16.4785,TES,288.4244,80.71460266,BA,27,1,9,,NAP,9,0,0,0,0,0,0,0,87,300,347,351,394,107,2,1,2ipj,4
2ipj,Aldo-keto reductase family 1 member C2,,,,16.634,1.8,2006-10-12,Mutant,1.3.1.20,AK1C2_HUMAN,P52895,Homo sapiens ,Eukaryota,9606,Enzyme,94.3835,30.9142,223.0668,FFA,288.4244,90.7691889552,BA,33,1,11,,NAP,10,0,0,0,1,0,0,0,1276,526,617,681,769,107,2,1,2ipj,4
2hdj,Aldo-keto reductase family 1 member C2,,,,15.356,2,2006-06-20,Wild_Type,1.3.1.20,AK1C2_HUMAN,P52895,Homo sapiens ,Eukaryota,9606,Enzyme,103.7049,26.2607,218.1148,NDP,742.3971,89.36782304,B,65,0,31,,,16,0,0,9,4,2,0,0,2248,685,810,853,857,107,2,2,2hdj,4
1ihi,Aldo-keto reductase family 1 member C2,,,,8.961,3,2001-04-19,Wild_Type,1.3.1.20,AK1C2_HUMAN,P52895,Homo sapiens ,Eukaryota,9606,Enzyme,-1.2281,32.0057,37.1781,IU5,391.5641,78.37354599,A,32,1,12,,NAP,10,0,0,1,1,0,0,0,5537,587,664,725,796,107,2,1,2ipj,4
2hej,Aldo-keto reductase family 1 member C21,,,,6.555,1.35,2006-06-21,Wild_Type,No_EC,AK1CL_MOUSE,Q91WR5,Mus musculus ,Eukaryota,10090,No Enzyme,12.6081,5.6793,74.5481,NDP,742.3971,91.27446369,B,63,0,38,,,19,0,0,12,5,2,0,0,153,556,678,752,840,106,2,1,2hej,3
2p5n,Aldo-keto reductase family 1 member C21,,,,11.587,1.8,2007-03-15,Mutant,No_EC,AK1CL_MOUSE,Q91WR5,Mus musculus ,Eukaryota,10090,No Enzyme,19.8721,-15.1717,-13.9069,NAP,741.3891,91.5875619372,B,65,0,40,,,18,1,0,13,6,2,0,0,1302,435,435,435,465,106,2,1,2hej,3
2ipf,Aldo-keto reductase family 1 member C21,,,,7.464,1.85,2006-10-12,Wild_Type,No_EC,AK1CL_MOUSE,Q91WR5,Mus musculus ,Eukaryota,10090,No Enzyme,9.7063,2.2577,16.165,FFA,288.4244,94.0484670853,A,36,1,12,,NAP,11,0,0,1,0,0,0,0,1522,344,344,344,381,106,2,2,2ipf,3
1s1p,Aldo-keto reductase family 1 member C3,,,,4.063,1.2,2004-01-07,Mutant,1.1.1.213,AK1C3_HUMAN,P42330,Homo sapiens ,Eukaryota,9606,Enzyme,29.1403,-29.8013,52.2617,NAP,741.3891,88.07441912,A,59,0,38,,,19,1,1,11,4,2,0,0,74,489,543,553,553,108,2,2,1s1p,5
1ry0,Aldo-keto reductase family 1 member C3,,,,13.359,1.69,2003-12-19,Wild_Type,1.1.1.213,AK1C3_HUMAN,P42330,Homo sapiens ,Eukaryota,9606,Enzyme,12.162,-13.5608,49.8669,PG2,351.4571,93.92488163,BA,44,1,19,,NAP,15,0,0,3,1,0,0,0,745,594,705,820,833,108,2,1,1ry0,5
1s2c,Aldo-keto reductase family 1 member C3,,,,8.043,1.8,2004-01-08,Mutant,1.1.1.213,AK1C3_HUMAN,P42330,Homo sapiens ,Eukaryota,9606,Enzyme,25.1359,-26.5278,62.7929,FLF,280.222,98.76341311,A,34,1,22,,NAP,12,0,7,1,1,1,0,0,1100,276,357,398,398,108,2,1,1ry0,5
1xf0,Aldo-keto reductase family 1 member C3,,,,8.996,2,2004-09-13,Wild_Type,1.1.1.213,AK1C3_HUMAN,P42330,Homo sapiens ,Eukaryota,9606,Enzyme,18.5676,32.3315,12.0601,ASD,286.4085,95.60339594,A,39,1,14,,NAP,13,0,0,1,0,0,0,0,2168,371,428,475,489,108,2,1,1ry0,5
1s2a,Aldo-keto reductase family 1 member C3,,,,10.223,1.7,2004-01-08,Mutant,1.1.1.213,AK1C3_HUMAN,P42330,Homo sapiens ,Eukaryota,9606,Enzyme,24.612,-27.369,60.193,IMN,356.78,99.6336996337,A,42,1,25,,NAP,17,1,5,2,0,0,0,0,5715,374,421,432,462,108,2,1,1ry0,5
2fvl,Aldo-keto reductase family 1 member C4,,,,16.274,2.4,2006-01-31,Mutant,1.1.1.50,AK1C4_HUMAN,P17516,Homo sapiens ,Eukaryota,9606,Enzyme,44.8971,71.8525,83.304,NAP,741.3891,87.60739837,A,61,0,32,,,16,0,0,9,5,2,0,0,4216,543,607,607,607,,,,,
1pwl,Aldose reductase,,,,4.758,1.1,2003-07-02,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,17.1881,11.118,-12.2847,1GL,449.202,93.75519095,A,40,1,23,,NAP,16,3,1,2,1,0,0,0,36,364,472,563,624,110,2,2,2qxw,29
2qxw,Aldose reductase,,,,2.982,0.8,2007-08-13,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.6259,-7.2447,15.2015,LDT,415.229,92.8531067187,A,39,1,24,,NDP,16,4,1,2,0,1,0,0,1,317,320,320,320,110,2,2,2qxw,29
1pwm,Aldose reductase,,,,4.165,0.92,2003-07-02,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,17.0837,-7.8034,16.5386,FID,279.2239,88.5997573,A,31,1,17,,NAP,11,2,0,3,1,0,0,0,6,270,276,276,276,110,2,2,2qxw,29
1z8a,Aldose reductase,,,,3.855,0.95,2005-03-30,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,21.1131,-6.0207,27.2514,NAP,741.3891,93.29093816,A,63,1,46,,,22,2,1,13,5,3,0,0,7,492,529,529,529,110,2,1,3bcj,29
2pzn,Aldose reductase,,,,5.549,1,2007-05-18,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,-8.8335,3.1606,6.0754,393,363.729,93.7951051145,A,39,1,23,,NAP,14,4,1,3,0,1,0,0,18,374,492,550,567,110,2,2,2qxw,29
1t41,Aldose reductase,,,,4.899,1.05,2004-04-28,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,-8.6541,3.4493,6.2143,ID5,413.323,95.13890926,A,43,1,25,,NAP,19,3,1,1,0,1,0,0,23,367,462,560,577,110,2,2,2qxw,29
2ikg,Aldose reductase,,,,10.677,1.43,2006-10-02,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.8066,-5.9198,14.4939,BTO,276.2249,97.22826161,A,39,1,21,,NAP,13,2,3,2,0,1,0,0,223,219,219,219,243,110,2,2,2qxw,29
1z89,Aldose reductase,,,,9.494,1.43,2005-03-30,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.8454,-5.8428,14.158,62P,324.74,96.60515419,A,42,1,28,,NAP,17,3,5,2,1,0,0,0,224,256,256,256,286,110,2,2,2qxw,29
1x97,Aldose reductase,,,,6.344,1.4,2004-08-19,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,17.0335,-7.2196,16.6157,FIR,279.2239,89.88536648,A,34,1,16,,NAP,11,1,0,3,1,0,0,0,197,273,280,280,280,110,2,2,2qxw,29
2pdg,Aldose reductase,,,,7.914,1.42,2007-03-31,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.9773,-6.2651,14.3957,47D,350.757,94.9780196983,A,38,1,24,,NAP,16,2,2,3,0,1,0,0,217,283,286,286,286,110,2,2,2qxw,29
2pdl,Aldose reductase,,,,8.767,1.47,2007-04-01,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.6756,-7.5069,14.0493,TOL,356.34,92.3189201741,A,37,1,21,,NAP,14,0,4,2,0,1,0,0,258,276,283,283,283,110,2,2,2qxw,29
2iki,Aldose reductase,,,,5.723,1.47,2006-10-02,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.754,-7.1169,15.0432,388,415.618,93.08807607,A,39,1,25,,NAP,16,4,2,2,0,1,0,0,265,310,313,313,313,110,2,2,2qxw,29
2pdw,Aldose reductase,,,,5.199,1.55,2007-04-01,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,17.3036,-7.8782,16.7052,FID,279.2239,88.7747862212,A,33,1,16,,NAP,11,1,0,3,1,0,0,0,411,300,320,320,320,110,2,2,2qxw,29
2ikh,Aldose reductase,,,,8.007,1.55,2006-10-02,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.3473,-5.6633,13.8965,LIT,270.199,97.67806277,A,37,1,18,,NAP,12,2,2,2,0,1,0,0,418,219,219,219,219,110,2,2,2qxw,29
2nvd,Aldose reductase,,,,6.851,1.55,2006-11-12,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,18.3608,-7.9474,17.6671,ITB,333.273,84.70121432,A,33,1,16,,NAP,10,1,1,2,0,2,0,0,445,276,327,361,361,110,2,2,2qxw,29
2nvc,Aldose reductase,,,,9.653,1.65,2006-11-12,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,-20.7979,8.9765,-11.3848,ITA,391.309,83.67383693,A,35,1,18,,NAP,10,2,1,3,0,2,0,0,676,317,317,317,317,110,2,2,2qxw,29
2pdi,Aldose reductase,,,,4.447,1.55,2007-04-01,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.3873,-6.5983,14.4524,ZST,418.369,92.3749499248,A,39,1,27,,NAP,19,2,2,3,0,1,0,0,433,313,317,317,317,110,2,2,2qxw,29
1el3,Aldose reductase,,,,6.618,1.7,2000-03-13,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,18.3069,-11.2921,16.3929,I84,389.445,66.02519541,A,34,1,15,,NAP,11,0,1,2,0,1,0,0,848,165,168,168,168,110,2,2,2qxw,29
2acq,Aldose reductase,,,,4.535,1.76,1994-04-15,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,17.5346,24.1389,60.6678,G6P,259.1278,85.93490278,A,31,1,9,,NAP,5,0,0,2,0,2,0,0,1044,266,290,300,300,110,2,2,2qxw,29
1az1,Aldose reductase,,,,5.389,1.8,1997-11-24,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,19.8179,24.2625,62.6601,ALR,254.2176,72.97719837,A,27,1,11,,NAP,7,1,0,2,0,1,0,0,1379,364,415,448,452,110,2,2,2qxw,29
2vdg,Aldose reductase,,,,6.419,1.92,2007-10-08,Wild_Type,1.1.1.21,Q42837_HORVU,Q42837,Hordeum vulgare ,Eukaryota,4513,Enzyme,53.6621,54.1847,18.2388,NDP,742.3971,94.9796692927,A,61,0,40,,,21,0,0,12,4,3,0,0,1976,553,675,722,722,110,2,1,3bcj,29
1ah4,Aldose reductase,,,,20.809,2,1997-04-12,Wild_Type,1.1.1.21,ALDR_PIG,P80276,Sus scrofa ,Eukaryota,9823,Enzyme,58.8109,28.5457,93.1525,NAP,741.3891,94.00980533,A,65,0,45,,,21,1,1,13,6,3,0,0,2556,401,405,405,425,110,2,1,3bcj,29
1eko,Aldose reductase,,,,19.34,2.2,2000-03-09,Mutant,1.1.1.21,ALDR_PIG,P80276,Sus scrofa ,Eukaryota,9823,Enzyme,68.0672,35.418,86.978,I84,389.445,64.19476458,A,31,1,15,,NAP,10,1,1,2,0,1,0,0,3412,384,516,621,675,110,2,2,2qxw,29
1ah3,Aldose reductase,,,,19.285,2.3,1997-04-12,Wild_Type,1.1.1.21,ALDR_PIG,P80276,Sus scrofa ,Eukaryota,9823,Enzyme,67.3918,38.7913,89.2939,TOL,356.34,92.52934978,A,36,1,23,,NAP,15,0,4,2,0,2,0,0,3812,367,435,455,455,110,2,2,2qxw,29
1iei,Aldose reductase,,,,5.682,2.5,2001-04-09,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,-5.1936,0.1888,9.9774,ZES,440.628,91.84743775,A,37,1,22,,NAP,14,3,2,2,0,1,0,0,4416,337,354,388,438,110,2,2,2qxw,29
3bcj,Aldose reductase,,,,2.399,0.78,2007-11-13,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,21.2338,-5.769,27.2753,NAP,741.3891,93.4306569343,A,64,0,41,,,22,1,1,11,6,0,1,0,5752,499,543,543,543,110,2,1,3bcj,29
2r24,Aldose reductase,,,,12.1,1.75,2007-08-24,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.6742,-7.1976,15.3063,LDT,415.229246,93.0320150659,A,37,1,27,,NAP,16,5,1,3,0,2,0,0,5979,276,276,276,276,110,2,2,2qxw,29
3dn5,Aldose reductase,,,,6.784,1.45,2008-07-01,Wild_Type,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,16.7088,9.6634,-12.774,53N,276.2878,99.1666666667,A,39,1,20,,NAP,14,2,2,2,0,0,0,0,6410,249,313,408,516,110,2,2,2qxw,29
3g5e,Aldose reductase,,,,5.879,1.8,2009-02-05,Mutant,1.1.1.21,ALDR_HUMAN,P15121,Homo sapiens ,Eukaryota,9606,Enzyme,17.1015,-6.7403,14.5519,Q74,376.33247,93.3333333333,A,41,1,24,,NDP,18,2,2,1,0,1,0,0,6721,297,297,297,297,110,2,2,2qxw,29
1frb,Aldose reductase-related protein 2,,,,3.045,1.7,1995-08-08,Wild_Type,1.1.1.21,ALD2_MOUSE,P45377,Mus musculus ,Eukaryota,10090,Enzyme,76.6032,-2.8157,26.0351,ZST,418.369,93.80186286,A,39,1,22,,NAP,15,2,2,2,0,1,0,0,850,445,479,513,573,109,2,2,1frb,2
1c9w,Aldose reductase-related protein 2,,,,18.384,2.4,1999-08-03,Wild_Type,1.1.1.21,ALD2_CRIGR,O08782,Cricetulus griseus ,Eukaryota,10029,Enzyme,-16.8502,48.2332,21.595,NAP,741.3891,91.51958727,A,57,0,42,,,22,1,0,12,5,2,0,0,4254,482,536,567,590,109,2,1,1c9w,2
1y3p,AlgQ1,,,,8.46,2,2004-11-26,Wild_Type,No_EC,Q9KWT6_SPHSX,Q9KWT6,Sphingomonas sp,Bacteria,28214,No Enzyme,-16.0407,-6.8207,-9.9686,MAW_MAV_LGU_MAV,700.4647,90.88124797,A,58,0,22,,,11,0,0,6,2,3,0,0,2490,600,654,695,705,,,,,
1j1n,AlgQ2,,,,5.076,1.6,2002-12-11,Mutant,No_EC,Q9KWT5_SPHSX,Q9KWT5,Sphingomonas sp,Bacteria,28214,No Enzyme,-27.9243,19.5927,10.9045,MAW_MAV_LGU_MAV,700.4647,89.09861256,A,57,0,25,,,12,0,0,9,2,2,0,0,558,833,951,988,1042,,,,,
1kap,Alkaline metalloproteinase,,,,12.22,1.64,1995-06-08,Wild_Type,3.4.24.,APRA_PSEAE,Q03023,Pseudomonas aeruginosa,Bacteria,287,Enzyme,-12.649,27.8814,-24.4239,GLY_SER_ASN_SER,363.3238,80.93477012,PA,37,1,18,ZN,,12,0,0,3,2,0,0,1,656,334,394,408,411,,,,,
3fgc,Alkanal monooxygenase alpha chain,,,,10.853,2.3,2008-12-05,Mutant,1.14.14.3,LUXA_VIBHA,P07740,Vibrio harveyi,Bacteria,669,Enzyme,0.3746,16.2215,30.7231,FMN_PO4,454.327921,91.9452887538,A,48,0,23,,,15,0,0,6,0,2,0,0,7054,594,705,772,833,,,,,
3b9o,Alkane monoxygenase,,,,12.057,1.9,2007-11-06,Wild_Type,1.14.15.,A4IU28_GEOTN,A4IU28,Geobacillus thermodenitrificans ,Bacteria,420246,Enzyme,-25.5836,42.4653,58.7906,FMN,457.3517,91.0878459576,B,49,0,24,,,14,0,1,6,2,1,0,0,1658,516,671,769,918,,,,,
1fl2,Alkyl hydroperoxide reductase subunit F,,,,7.024,1.9,2000-08-11,Wild_Type,1.6.4.,AHPF_ECOLI,P35340,Escherichia coli ,Bacteria,83333,Enzyme,1.9785,29.2608,6.0201,FAD,785.5497,96.39488223,A,75,0,35,,,26,0,0,5,4,0,0,0,1750,661,681,681,695,112,1,1,1hyu,2
1hyu,Alkyl hydroperoxide reductase subunit F,,,,14.029,2,2001-01-22,Wild_Type,1.6.4.,AHPF_SALTY,P19480,Salmonella typhimurium,Bacteria,90371,Enzyme,54.5254,55.4585,11.3783,FAD,785.5497,93.19123539,A,74,0,34,,,25,0,0,5,4,0,0,0,2633,826,958,985,999,112,1,1,1hyu,2
2hox,Alliin lyase 1,,,,7.904,1.4,2006-07-17,Mutant,4.4.1.4,ALLN1_ALLSA,Q01594,Allium sativum ,Eukaryota,4682,Enzyme,13.2141,-14.2561,2.4312,P1T,317.2118,97.99433457,AB,50,0,26,,,13,1,0,10,0,2,0,0,208,263,324,334,381,,,,,
